location,target,unit,value,type,bin_start_incl,bin_end_notincl
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.3,0.4
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.4,0.5
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.5,0.6
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.6,0.7
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.7,0.8
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.8,0.9
US National,2 wk ahead,percent,1.19782515701359e-09,Bin,0.9,1.0
US National,2 wk ahead,percent,2.87008971608998e-08,Bin,1.0,1.1
US National,2 wk ahead,percent,8.96923693145491e-08,Bin,1.1,1.2
US National,2 wk ahead,percent,0.0130000102795435,Bin,1.2,1.3
US National,2 wk ahead,percent,0.0230000386815307,Bin,1.3,1.4
US National,2 wk ahead,percent,0.0570001126746539,Bin,1.4,1.5
US National,2 wk ahead,percent,0.0950001246833757,Bin,1.5,1.6
US National,2 wk ahead,percent,0.133999933005843,Bin,1.6,1.7
US National,2 wk ahead,percent,0.16799990788816,Bin,1.7,1.8
US National,2 wk ahead,percent,0.163999917378321,Bin,1.8,1.9
US National,2 wk ahead,percent,0.112999938047728,Bin,1.9,2.0
US National,2 wk ahead,percent,0.0869999493102662,Bin,2.0,2.1
US National,2 wk ahead,percent,0.0609999606838163,Bin,2.1,2.2
US National,2 wk ahead,percent,0.039999974322485,Bin,2.2,2.3
US National,2 wk ahead,percent,0.0199999873116934,Bin,2.3,2.4
US National,2 wk ahead,percent,0.00599999640413926,Bin,2.4,2.5
US National,2 wk ahead,percent,0.00699999575467884,Bin,2.5,2.6
US National,2 wk ahead,percent,0.00599999640413926,Bin,2.6,2.7
US National,2 wk ahead,percent,0.00299999835252051,Bin,2.7,2.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,2.8,2.9
US National,2 wk ahead,percent,0.000999999651441348,Bin,2.9,3.0
US National,2 wk ahead,percent,0.000999999651441348,Bin,3.0,3.1
US National,2 wk ahead,percent,0.000999999651441348,Bin,3.1,3.2
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.2,3.3
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.3,3.4
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.4,3.5
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.5,3.6
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.6,3.7
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.7,3.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.8,3.9
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,3.9,4.0
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.0,4.1
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.1,4.2
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.2,4.3
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.3,4.4
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.4,4.5
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.5,4.6
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.6,4.7
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.7,4.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.8,4.9
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,4.9,5.0
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.0,5.1
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.1,5.2
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.2,5.3
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.3,5.4
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.4,5.5
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.5,5.6
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.6,5.7
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.7,5.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.8,5.9
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,5.9,6.0
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.0,6.1
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.1,6.2
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.2,6.3
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.3,6.4
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.4,6.5
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.5,6.6
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.6,6.7
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.7,6.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.8,6.9
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,6.9,7.0
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.0,7.1
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.1,7.2
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.2,7.3
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.3,7.4
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.4,7.5
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.5,7.6
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.6,7.7
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.7,7.8
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.8,7.9
US National,2 wk ahead,percent,3.00901765517418e-10,Bin,7.9,8.0
US National,2 wk ahead,percent,3.00901765517421e-10,Bin,8.0,8.1
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.1,8.2
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.2,8.3
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.3,8.4
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.4,8.5
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.5,8.6
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.6,8.7
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.7,8.8
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.8,8.9
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,8.9,9.0
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.0,9.1
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.1,9.2
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.2,9.3
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.3,9.4
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.4,9.5
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.5,9.6
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.6,9.7
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.7,9.8
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.8,9.9
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,9.9,10.0
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.0,10.1
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.1,10.2
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.2,10.3
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.3,10.4
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.4,10.5
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.5,10.6
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.6,10.7
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.7,10.8
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.8,10.9
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,10.9,11.0
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.0,11.1
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.1,11.2
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.2,11.3
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.3,11.4
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.4,11.5
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.5,11.6
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.6,11.7
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.7,11.8
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.8,11.9
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,11.9,12.0
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.0,12.1
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.1,12.2
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.2,12.3
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.3,12.4
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.4,12.5
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.5,12.6
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.6,12.7
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.7,12.8
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.8,12.9
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,12.9,13.0
US National,2 wk ahead,percent,3.00901765517423e-10,Bin,13.0,100.0
US National,3 wk ahead,percent,4.24135792251316e-10,Bin,0.0,0.1
US National,3 wk ahead,percent,8.48271584502631e-10,Bin,0.1,0.2
US National,3 wk ahead,percent,8.48271584502631e-10,Bin,0.2,0.3
US National,3 wk ahead,percent,8.48271584502631e-10,Bin,0.3,0.4
US National,3 wk ahead,percent,8.48271584502631e-10,Bin,0.4,0.5
US National,3 wk ahead,percent,8.48271584502631e-10,Bin,0.5,0.6
US National,3 wk ahead,percent,8.48271584502632e-10,Bin,0.6,0.7
US National,3 wk ahead,percent,8.48271584502632e-10,Bin,0.7,0.8
US National,3 wk ahead,percent,8.48271584502632e-10,Bin,0.8,0.9
US National,3 wk ahead,percent,8.48271584502632e-10,Bin,0.9,1.0
US National,3 wk ahead,percent,9.90109054230106e-09,Bin,1.0,1.1
US National,3 wk ahead,percent,0.00400006953347521,Bin,1.1,1.2
US National,3 wk ahead,percent,0.00600004961940102,Bin,1.2,1.3
US National,3 wk ahead,percent,0.0220000005004979,Bin,1.3,1.4
US National,3 wk ahead,percent,0.0380000467780737,Bin,1.4,1.5
US National,3 wk ahead,percent,0.0440001392662401,Bin,1.5,1.6
US National,3 wk ahead,percent,0.0760001049084312,Bin,1.6,1.7
US National,3 wk ahead,percent,0.0999999748109843,Bin,1.7,1.8
US National,3 wk ahead,percent,0.120999929832358,Bin,1.8,1.9
US National,3 wk ahead,percent,0.10999994371679,Bin,1.9,2.0
US National,3 wk ahead,percent,0.105999934741143,Bin,2.0,2.1
US National,3 wk ahead,percent,0.100999934477703,Bin,2.1,2.2
US National,3 wk ahead,percent,0.0829999461069979,Bin,2.2,2.3
US National,3 wk ahead,percent,0.052999966714121,Bin,2.3,2.4
US National,3 wk ahead,percent,0.0449999794706561,Bin,2.4,2.5
US National,3 wk ahead,percent,0.0289999878110678,Bin,2.5,2.6
US National,3 wk ahead,percent,0.0199999875250149,Bin,2.6,2.7
US National,3 wk ahead,percent,0.00899999428470924,Bin,2.7,2.8
US National,3 wk ahead,percent,0.00999999363524882,Bin,2.8,2.9
US National,3 wk ahead,percent,0.00599999623309049,Bin,2.9,3.0
US National,3 wk ahead,percent,0.00299999818147175,Bin,3.0,3.1
US National,3 wk ahead,percent,0.00599999623309049,Bin,3.1,3.2
US National,3 wk ahead,percent,0.00299999818147175,Bin,3.2,3.3
US National,3 wk ahead,percent,0.000999999480392584,Bin,3.3,3.4
US National,3 wk ahead,percent,0.000999999480392584,Bin,3.4,3.5
US National,3 wk ahead,percent,0.00199999883093217,Bin,3.5,3.6
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,3.6,3.7
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,3.7,3.8
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,3.8,3.9
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,3.9,4.0
US National,3 wk ahead,percent,0.000999999480392584,Bin,4.0,4.1
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.1,4.2
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.2,4.3
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.3,4.4
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.4,4.5
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.5,4.6
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.6,4.7
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.7,4.8
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.8,4.9
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,4.9,5.0
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.0,5.1
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.1,5.2
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.2,5.3
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.3,5.4
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.4,5.5
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.5,5.6
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.6,5.7
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.7,5.8
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.8,5.9
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,5.9,6.0
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.0,6.1
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.1,6.2
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.2,6.3
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.3,6.4
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.4,6.5
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.5,6.6
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.6,6.7
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.7,6.8
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.8,6.9
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,6.9,7.0
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.0,7.1
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.1,7.2
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.2,7.3
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.3,7.4
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.4,7.5
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.5,7.6
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.6,7.7
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.7,7.8
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.8,7.9
US National,3 wk ahead,percent,1.29853002110743e-10,Bin,7.9,8.0
US National,3 wk ahead,percent,1.29853002110744e-10,Bin,8.0,8.1
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.1,8.2
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.2,8.3
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.3,8.4
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.4,8.5
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.5,8.6
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.6,8.7
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.7,8.8
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.8,8.9
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,8.9,9.0
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.0,9.1
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.1,9.2
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.2,9.3
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.3,9.4
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.4,9.5
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.5,9.6
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.6,9.7
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.7,9.8
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.8,9.9
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,9.9,10.0
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.0,10.1
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.1,10.2
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.2,10.3
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.3,10.4
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.4,10.5
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.5,10.6
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.6,10.7
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.7,10.8
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.8,10.9
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,10.9,11.0
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.0,11.1
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.1,11.2
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.2,11.3
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.3,11.4
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.4,11.5
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.5,11.6
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.6,11.7
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.7,11.8
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.8,11.9
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,11.9,12.0
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.0,12.1
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.1,12.2
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.2,12.3
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.3,12.4
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.4,12.5
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.5,12.6
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.6,12.7
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.7,12.8
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.8,12.9
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,12.9,13.0
US National,3 wk ahead,percent,1.29853002110745e-10,Bin,13.0,100.0
US National,4 wk ahead,percent,3.56124767417859e-10,Bin,0.0,0.1
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.1,0.2
US National,4 wk ahead,percent,7.12249534835717e-10,Bin,0.2,0.3
US National,4 wk ahead,percent,7.12249534835717e-10,Bin,0.3,0.4
US National,4 wk ahead,percent,7.12249534835717e-10,Bin,0.4,0.5
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.5,0.6
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.6,0.7
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.7,0.8
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.8,0.9
US National,4 wk ahead,percent,7.12249534835718e-10,Bin,0.9,1.0
US National,4 wk ahead,percent,0.00299999903044094,Bin,1.0,1.1
US National,4 wk ahead,percent,0.00100002996433829,Bin,1.1,1.2
US National,4 wk ahead,percent,0.0040000334773619,Bin,1.2,1.3
US National,4 wk ahead,percent,0.0159999939367184,Bin,1.3,1.4
US National,4 wk ahead,percent,0.0230000603552159,Bin,1.4,1.5
US National,4 wk ahead,percent,0.0410001167067652,Bin,1.5,1.6
US National,4 wk ahead,percent,0.0420001723362707,Bin,1.6,1.7
US National,4 wk ahead,percent,0.0550000250324481,Bin,1.7,1.8
US National,4 wk ahead,percent,0.0959999527569479,Bin,1.8,1.9
US National,4 wk ahead,percent,0.0859999581933258,Bin,1.9,2.0
US National,4 wk ahead,percent,0.0869999564408113,Bin,2.0,2.1
US National,4 wk ahead,percent,0.0699999689209742,Bin,2.1,2.2
US National,4 wk ahead,percent,0.0899999420132069,Bin,2.2,2.3
US National,4 wk ahead,percent,0.0929999396003227,Bin,2.3,2.4
US National,4 wk ahead,percent,0.0729999525893895,Bin,2.4,2.5
US National,4 wk ahead,percent,0.0509999668779387,Bin,2.5,2.6
US National,4 wk ahead,percent,0.0409999740435779,Bin,2.6,2.7
