location,target,unit,type,bin_start_incl,bin_end_notincl,value
US National,2 wk ahead,percent,Bin,1,1.1,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.1,1.2,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.2,1.3,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.3,1.4,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.4,1.5,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.5,1.6,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.6,1.7,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.7,1.8,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.8,1.9,0.0010123168900434965
US National,2 wk ahead,percent,Bin,1.9,2,0.0010123168900434965
US National,2 wk ahead,percent,Bin,2,2.1,0.011074853907423693
US National,2 wk ahead,percent,Bin,2.1,2.2,0.10479108283241238
US National,2 wk ahead,percent,Bin,2.2,2.3,0.06158985001254255
US National,2 wk ahead,percent,Bin,2.3,2.4,0.08022909316761527
US National,2 wk ahead,percent,Bin,2.4,2.5,0.2650272039453399
US National,2 wk ahead,percent,Bin,2.5,2.6,0.08021944232309382
US National,2 wk ahead,percent,Bin,2.6,2.7,0.06978083980236952
US National,2 wk ahead,percent,Bin,2.7,2.8,0.0382828753631033
US National,2 wk ahead,percent,Bin,2.8,2.9,0.0011065939929852458
US National,2 wk ahead,percent,Bin,2.9,3,1.0657016242667637e-6
US National,2 wk ahead,percent,Bin,3,3.1,2.9786606065728735e-11
US National,2 wk ahead,percent,Bin,3.1,3.2,2.3197360000507297e-13
US National,2 wk ahead,percent,Bin,3.2,3.3,3.0258797468455983e-08
US National,2 wk ahead,percent,Bin,3.3,3.4,1.0228113139699476e-4
US National,2 wk ahead,percent,Bin,3.4,3.5,0.01096356994055147
US National,2 wk ahead,percent,Bin,3.5,3.6,0.05136007723207092
US National,2 wk ahead,percent,Bin,3.6,3.7,0.014603180086484435
US National,2 wk ahead,percent,Bin,3.7,3.8,1.920316679550224e-4
US National,2 wk ahead,percent,Bin,3.8,3.9,7.89659313691629e-8
US National,2 wk ahead,percent,Bin,3.9,4,8.968339965444396e-13
US National,2 wk ahead,percent,Bin,4,4.1,1.0282099591779598e-18
US National,2 wk ahead,percent,Bin,4.1,4.2,1.501348826817361e-18
US National,2 wk ahead,percent,Bin,4.2,4.3,1.4848405563883605e-18
US National,2 wk ahead,percent,Bin,4.3,4.4,3.2051747743844804e-19
US National,2 wk ahead,percent,Bin,4.4,4.5,1.980168798604759e-18
US National,2 wk ahead,percent,Bin,4.5,4.6,1.0775785222097004e-19
US National,2 wk ahead,percent,Bin,4.6,4.7,1.6025454667294074e-18
US National,2 wk ahead,percent,Bin,4.7,4.8,2.0811082465666552e-15
US National,2 wk ahead,percent,Bin,4.8,4.9,1.0145195076715135e-9
US National,2 wk ahead,percent,Bin,4.9,5,1.2395297601752873e-5
US National,2 wk ahead,percent,Bin,5,5.1,0.004476520791903497
US National,2 wk ahead,percent,Bin,5.1,5.2,0.06055761880448305
US National,2 wk ahead,percent,Bin,5.2,5.3,0.04658510102232218
US National,2 wk ahead,percent,Bin,5.3,5.4,0.0023101422329575715
US National,2 wk ahead,percent,Bin,5.4,5.5,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,5.5,5.6,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,5.6,5.7,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,5.7,5.8,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,5.8,5.9,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,5.9,6,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6,6.1,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.1,6.2,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.2,6.3,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.3,6.4,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.4,6.5,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.5,6.6,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.6,6.7,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.7,6.8,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.8,6.9,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,6.9,7,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7,7.1,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.1,7.2,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.2,7.3,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.3,7.4,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.4,7.5,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.5,7.6,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.6,7.7,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.7,7.8,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.8,7.9,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,7.9,8,9.999206638668598e-4
US National,2 wk ahead,percent,Bin,8,8.1,9.999206638668684e-4
US National,2 wk ahead,percent,Bin,8.1,8.2,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.2,8.3,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.3,8.4,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.4,8.5,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.5,8.6,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.6,8.7,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.7,8.8,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.8,8.9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,8.9,9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9,9.1,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.1,9.2,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.2,9.3,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.3,9.4,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.4,9.5,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.5,9.6,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.6,9.7,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.7,9.8,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.8,9.9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,9.9,10,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10,10.1,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.1,10.2,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.2,10.3,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.3,10.4,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.4,10.5,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.5,10.6,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.6,10.7,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.7,10.8,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.8,10.9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,10.9,11,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11,11.1,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.1,11.2,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.2,11.3,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.3,11.4,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.4,11.5,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.5,11.6,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.6,11.7,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.7,11.8,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.8,11.9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,11.9,12,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12,12.1,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.1,12.2,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.2,12.3,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.3,12.4,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.4,12.5,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.5,12.6,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.6,12.7,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.7,12.8,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.8,12.9,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,12.9,13,9.999206638668773e-4
US National,2 wk ahead,percent,Bin,13,100,9.999206638668773e-4
US National,3 wk ahead,percent,Bin,0,0.1,5.179441995444255e-5
US National,3 wk ahead,percent,Bin,0.1,0.2,1.035888399088851e-4
US National,3 wk ahead,percent,Bin,0.2,0.3,1.0373562938801906e-4
US National,3 wk ahead,percent,Bin,0.3,0.4,1.6175854780931274e-4
US National,3 wk ahead,percent,Bin,0.4,0.5,3.306709984125575e-4
US National,3 wk ahead,percent,Bin,0.5,0.6,6.416816089933488e-4
US National,3 wk ahead,percent,Bin,0.6,0.7,0.001183099530752868
US National,3 wk ahead,percent,Bin,0.7,0.8,0.0020744273337712834
US National,3 wk ahead,percent,Bin,0.8,0.9,0.003462562970631224
US National,3 wk ahead,percent,Bin,0.9,1,0.005507211180073402
US National,3 wk ahead,percent,Bin,1,1.1,0.008356206049948406
US National,3 wk ahead,percent,Bin,1.1,1.2,0.012110489306536376
US National,3 wk ahead,percent,Bin,1.2,1.3,0.016787211124336794
US National,3 wk ahead,percent,Bin,1.3,1.4,0.022290953143224077
US National,3 wk ahead,percent,Bin,1.4,1.5,0.028403251952486802
US National,3 wk ahead,percent,Bin,1.5,1.6,0.034797524952645494
US National,3 wk ahead,percent,Bin,1.6,1.7,0.04107895112980648
US National,3 wk ahead,percent,Bin,1.7,1.8,0.04683930430864407
US National,3 wk ahead,percent,Bin,1.8,1.9,0.051712696353091114
US National,3 wk ahead,percent,Bin,1.9,2,0.05541779703132944
US National,3 wk ahead,percent,Bin,2,2.1,0.0577805957378327
US National,3 wk ahead,percent,Bin,2.1,2.2,0.05873534008797737
US National,3 wk ahead,percent,Bin,2.2,2.3,0.0583153997284529
US National,3 wk ahead,percent,Bin,2.3,2.4,0.0566373160588373
US National,3 wk ahead,percent,Bin,2.4,2.5,0.05388496540152168
US National,3 wk ahead,percent,Bin,2.5,2.6,0.05029277751881472
US National,3 wk ahead,percent,Bin,2.6,2.7,0.04612634448045206
US National,3 wk ahead,percent,Bin,2.7,2.8,0.0416581047244137
US National,3 wk ahead,percent,Bin,2.8,2.9,0.03714157015031893
US National,3 wk ahead,percent,Bin,2.9,3,0.032786457544782224
US National,3 wk ahead,percent,Bin,3,3.1,0.028739356294549954
US National,3 wk ahead,percent,Bin,3.1,3.2,0.02507396607391714
US National,3 wk ahead,percent,Bin,3.2,3.3,0.021793926955167908
US National,3 wk ahead,percent,Bin,3.3,3.4,0.01884892832622797
US National,3 wk ahead,percent,Bin,3.4,3.5,0.016161892387712866
US National,3 wk ahead,percent,Bin,3.5,3.6,0.013660428118308867
US National,3 wk ahead,percent,Bin,3.6,3.7,0.01130252327424823
US National,3 wk ahead,percent,Bin,3.7,3.8,0.00908831313900783
US National,3 wk ahead,percent,Bin,3.8,3.9,0.0070545904729822605
US National,3 wk ahead,percent,Bin,3.9,4,0.005255913675548742
US National,3 wk ahead,percent,Bin,4,4.1,0.003741089785141501
US National,3 wk ahead,percent,Bin,4.1,4.2,0.002534844138491022
US National,3 wk ahead,percent,Bin,4.2,4.3,0.0016305112662706866
US National,3 wk ahead,percent,Bin,4.3,4.4,9.936749240940313e-4
US National,3 wk ahead,percent,Bin,4.4,4.5,5.729098941089859e-4
US National,3 wk ahead,percent,Bin,4.5,4.6,3.121383868386874e-4
US National,3 wk ahead,percent,Bin,4.6,4.7,1.6058924984762527e-4
US National,3 wk ahead,percent,Bin,4.7,4.8,9.969986447759027e-5
US National,3 wk ahead,percent,Bin,4.8,4.9,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,4.9,5,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5,5.1,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.1,5.2,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.2,5.3,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.3,5.4,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.4,5.5,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.5,5.6,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.6,5.7,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.7,5.8,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.8,5.9,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,5.9,6,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6,6.1,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.1,6.2,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.2,6.3,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.3,6.4,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.4,6.5,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.5,6.6,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.6,6.7,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.7,6.8,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.8,6.9,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,6.9,7,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7,7.1,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.1,7.2,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.2,7.3,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.3,7.4,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.4,7.5,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.5,7.6,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.6,7.7,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.7,7.8,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.8,7.9,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,7.9,8,9.880621599891701e-5
US National,3 wk ahead,percent,Bin,8,8.1,9.880621599891789e-5
US National,3 wk ahead,percent,Bin,8.1,8.2,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.2,8.3,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.3,8.4,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.4,8.5,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.5,8.6,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.6,8.7,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.7,8.8,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.8,8.9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,8.9,9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9,9.1,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.1,9.2,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.2,9.3,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.3,9.4,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.4,9.5,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.5,9.6,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.6,9.7,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.7,9.8,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.8,9.9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,9.9,10,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10,10.1,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.1,10.2,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.2,10.3,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.3,10.4,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.4,10.5,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.5,10.6,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.6,10.7,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.7,10.8,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.8,10.9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,10.9,11,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11,11.1,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.1,11.2,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.2,11.3,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.3,11.4,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.4,11.5,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.5,11.6,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.6,11.7,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.7,11.8,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.8,11.9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,11.9,12,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12,12.1,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.1,12.2,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.2,12.3,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.3,12.4,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.4,12.5,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.5,12.6,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.6,12.7,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.7,12.8,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.8,12.9,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,12.9,13,9.880621599891877e-5
US National,3 wk ahead,percent,Bin,13,100,9.880621599891877e-5
US National,4 wk ahead,percent,Bin,0,0.1,4.467949089889519e-5
US National,4 wk ahead,percent,Bin,0.1,0.2,8.935898179779041e-5
US National,4 wk ahead,percent,Bin,0.2,0.3,8.935898179779037e-5
US National,4 wk ahead,percent,Bin,0.3,0.4,8.935898179779037e-5
US National,4 wk ahead,percent,Bin,0.4,0.5,8.935898179779037e-5
US National,4 wk ahead,percent,Bin,0.5,0.6,9.428293648143857e-5
US National,4 wk ahead,percent,Bin,0.6,0.7,1.8024598735541137e-4
US National,4 wk ahead,percent,Bin,0.7,0.8,3.7575733425824023e-4
US National,4 wk ahead,percent,Bin,0.8,0.9,7.341884558562231e-4
US National,4 wk ahead,percent,Bin,0.9,1,0.0013486003178928218
US National,4 wk ahead,percent,Bin,1,1.1,0.002337573016129298
US National,4 wk ahead,percent,Bin,1.1,1.2,0.0038403984280608802
US National,4 wk ahead,percent,Bin,1.2,1.3,0.0060097221103709506
US National,4 wk ahead,percent,Bin,1.3,1.4,0.008999936602308176
US National,4 wk ahead,percent,Bin,1.4,1.5,0.012950967876191351
US National,4 wk ahead,percent,Bin,1.5,1.6,0.017957197574612182
US National,4 wk ahead,percent,Bin,1.6,1.7,0.024017114814699404
US National,4 wk ahead,percent,Bin,1.7,1.8,0.030972477890075355
US National,4 wk ahead,percent,Bin,1.8,1.9,0.03846346709011134
US National,4 wk ahead,percent,Bin,1.9,2,0.0459376896332644
US National,4 wk ahead,percent,Bin,2,2.1,0.05273764602699693
US National,4 wk ahead,percent,Bin,2.1,2.2,0.058249416403881246
US National,4 wk ahead,percent,Bin,2.2,2.3,0.06205360081520241
US National,4 wk ahead,percent,Bin,2.3,2.4,0.06400252083538838
US National,4 wk ahead,percent,Bin,2.4,2.5,0.06418536294463704
US National,4 wk ahead,percent,Bin,2.5,2.6,0.06280289317755228
US National,4 wk ahead,percent,Bin,2.6,2.7,0.06003048488692226
US National,4 wk ahead,percent,Bin,2.7,2.8,0.05595820956448983
